food	is source of	energy for plants
density	is measure of	mass
example	is hitting	keys of piano
stars	appear in	areas
insects	can have	impact on crops
snow	falls during	winter
food	is source of	energy
amount	will decrease as	level
inherited characteristic	is	when passed by genetics
amount	will decrease as	water decreases
formation	occurs at	bottom of swamps
recycling resources	has	positive impact on environment
reflector	reflect	light on vehicles
size	will decrease as	source of light moves
stopwatch	measure	time
nail	is in	electromagnet
characteristic	is	when passed from parent by genetics
circulatory system	brings oxygen from	lungs
mass	is measure of	amount of matter
rain increases	of amount is	available sunlight
stage	is in	tide cycle process
electricity	flows to	light bulb
use	will decrease as	use of fuels increases
Galileo Galilei	made	improvements to telescope
water	is in	gas state called
conserving resources	has	impact on environment
fossil fuels	are	formed by dead organisms over time
system	carries oxygen from	digestive systems
high temperatures	can cause	object
something	is in	sunlight
object	reflects	light
something	is	raw material in process then required
rings	will become as	amount of water decreases
stars	will be harder as	pollution increases
evaporation	will increase as	surface area of body
cylinder	is kind of	instrument
metal	is	electrical energy conductor
clams	live at	bottom of ocean
tree	is source of	food
animal	adjust to	hot temperatures
condensation	is stage in	water cycle process
role	is in	food chain
changes	peat through	heat in swamp over period of time
system	brings oxygen to	rest
deep lakes	are formed by	glaciers
moon	is celestial object	closest to Earth
remora fish	attaching	themselves
darts	are used for	defense by sea
more water	body of	water
one day	is	equal
protein	is	used to repair cells by human body
animal	can survive in	environment
pull	increases as	distance from object decreases
ink	hiding by	octopuses
recycling resources	has	impact on conservation
sun	is source of	heat called
seed dispersal	is	moved to environment
humans	eat	crops
melting means	changing from	solid liquid
most canyons	are	formed
amphibians	live on	land
system	sends observations in	form of signals
plastic	is	nonrenewable
chloroplasts	are found in	leaves
sun	appear	move across sky during day
insulator	slows	flow of electricity
food increase	is in	environment
inherited characteristic	is	passed from parent to offspring
tape measure	measure	length
amount	will decrease as	water
December	is during	winter in hemisphere
harm	looking directly at	eclipse of Sun
source	will appear	dimmer
paper clip	is often made of	metals
animals	exhale carbon dioxide from	their lungs
heart	is	mostly made
kangaroo 's ability	crawl into	its mother pouch
heat	change	remains of things into natural gas
many vehicles	emit pollution into	air
summer	is in	southern hemisphere
live birth	means	developing inside mother
Great Lakes	were formed by	glaciers moving over ground
circulatory system	transports blood throughout	body
Matter	is in	gas phase
river	flow in	direction
plants	convert into	oxygen for themselves
soil	is formed by	rocks
polar bears	live in	cold environments
xylem	carries water from	roots
environment	is with	little food
size	will decrease as	source of moves
freezing point	adding salt to	solid
pull	increases as	distance decreases
sun	is source of	energy called
rocks	contain	large amounts of metal
amount	will decrease as	available water in environment decreases
light bulbs	convert	electricity
animal growing thick fur	keeping warm in	winter
rate	will increase as	temperature
much heat	is	transferred
inherited characteristic	is passed from	parent
snow	falls in	arctic environment
speed	is measure of	distance
object	is	more easily seen
Earth	occurs at_time	13 times
inherited characteristic	is passed by	DNA
moon 's surface	contains	flat areas
seed	will	then will transported by animal
nest	is made of	branches
organism	takes in	nutrients from food
plants	becoming in	winter
sun setting	occurs per	once day
force	will increase as	mass
sun	is source on	Earth
tree-growth ring	occurs per	once year
seeds	buried in	soil
nest	is	made
something changes color	have color as	its environment
humans	building homes in	ecosystem
ecosystem	contains numbers in	place
seed	storing food for	new plant
loss	has	impact on organisms
earthworms	create tunnels in	soil
mammal	usually nurses	its offspring
quarter phase	occurs after	new moon
sun	is source of	light
solar eclipse	could happen during	new moon
forest environment	is	often green
plants	are source of	fruit
digestion	is	stomach acid breaks down food
first quarter phase	occurs after	new moon
heat	is transferred to	object
humans	moving into	environment
mass	is measure of	amount
stars	appear	move at night
heat	change	remains of prehistoric living things
electric devices	require	electrical energy
radiator	is	source
example	is	thick fur
inherited characteristic	is	passed from parent by DNA
camouflage	is kind of	protection against predators
flashlight	converts chemical energy into	light energy
environments	are white in	color
inherited characteristic	is	when passed from parent
something	is	material then comes
inherited characteristic	is passed to	offspring
anemometer	is	used
hemisphere	is	when tilted away
rate	will increase as	temperature of increases
light	falls on	retina
decomposition	increases	amount of organic matter in soil
webbed feet	moving faster through	water
population	will increase as	water increases in environment
water vapor	is in	atmosphere
rocks	often contain	large amounts of metal
tree	can	can replaced
beaks	are kind of	adaptation
gas	is in	open container
rocks	are source of	shelter for small animals
organism	is source of	carbon dioxide
conserving water	can	can used
heat	change	remains of prehistoric things
amount	is in	air
snow	falls in	environment
fog	is formed by	water vapor
shelter	is used for	protection against weather
magnet	is attracted to	metal then magnet will stick
ones side	receive	energy from Sun than side
large fins	move through	water
inherited characteristic	is	when passed from parent by DNA
insulator	slows	transfer of electricity
fertilizers	are	source
shelter	is used for	protection
windmill	converts wind energy into	electricity
arctic environment	is white in	color
something	is	raw material in process required
clouds	are formed by	water vapor
tree	is source of	food in ecosystem
winter	is in	northern hemisphere
plants	are source of	spices
illness	has	impact on organism 's health
water	body of	water
animal	might	then might killed by car
pasteurization	reduces	amount of bacteria in milk
food	is source of	energy for animals
reactions	adding heat to	object
protein	is used by	human body
ability	has	positive impact
most predators	live in	same environment
alligators	eat	fish
characteristic	is	when copied to offspring
seed dispersal	is	moved from plant
crop rotation	has	positive impact on soil quality
heart	is made of	muscle
seed dispersal	has	impact on plant 's reproduction
something	contains	large amount of material
tree	falls	then dead
characteristic	is passed to	offspring
humidity	is amount in	air
electricity	is	made
inherited characteristic	is	when passed by DNA
resistance	will increase as	thickness of object
kinetic energy	will increase as	object moves
poisonous darts	are used for	defense by sea
tree	is	source
liquids	are heated above	their point
most canyons	flowing rivers through	erosion
gills	are used for	breathing water
dead organisms	are source for	decomposers
first quarter phase	occurs after	moon
inherited characteristic	is	when copied from parent by DNA
it	is	burned
populations	will increase as	water
something	contains	large amount of magnetic material
that sound	can	can heard
stars	are away from	Earth
metals	conduct electricity through	metal
incandescent light bulb	sending electricity through	filament
heat	change	remains of things into gas
burning gasoline	is source of	pollution
cavern	is formed by	acid in groundwater seeping
sugars	are transported from	leaves
otter	cracking clams with	rock
balance	measuring	weight of substance
coal mine	is	source of coal under ground
bacteria	grow on	human 's skin
strength	will increase as	heat increases
changes	stored energy into	motion
acid rain	has	impact on water quality
light bulb	sending electricity through	filament
circulatory system	carries oxygen from	systems
canyon	occurs over	period of millions of years
metal	is	nonrenewable resource
rings	will become as	amount decreases
available types	will increase as	ability
circulatory system	transports	blood
Galileo Galilei	make	better observations of celestial bodies
windmill	converts	wind energy
ability	will increase as	temperature increases
vehicle	passing characteristics to	offspring
something	is	raw material then comes directly
example	is creating	areas
photosynthesis	converting carbon dioxide into	carbohydrates
object	is in	same direction
ones side	receive	energy than other side
humans	pollute environment with	pollutants
sea turtle	lives in	ocean
characteristic	is passed to	offspring
camouflage	can	can used for hunting
something	will receive sunlight during	day
most animals	avoid	odors
the	occurs in	system
fog	is formed by	water vapor condensing
food	is	available
Pluto	is planet	ninth closest to Sun
something	is	raw material comes from source
thick fur	keeping warm in	winter
Great Lakes	were formed by	glaciers
population	will increase as	number
eclipse	could happen during	new moon
good bacteria	grow on	skin
animals	may leave in	environment
underground	hiding from	predators
body	is source of	water
example	is	chimpanzee digging
oil	is source of	pollution
living underground	hiding from	predators
glaciers melting	has	negative impact on environment
animal	is near	road might killed
sandbar	is formed by	water
animal hatches	is	born
body	is	when hot
negative impact	is in	area
conductor	is vehicle for	flow
object	will appear as	distance
skin	is organ in	human body
dryness increases	is in	environment
water vapor	moves from	leaves into atmosphere
decrease	is in	visibility
hemisphere	is	when tilted from sun
inherited characteristic	is	when passed from parent to offspring
example	is body of	water
green plants	convert from	carbon dioxide
shower	is	source of hot water washing
burning wood	is	used
they	produce for	future use
landfills	have	negative impact on environment
oxygen	is in	air
scavengers	eat	organisms
darts	are used	anemones
limestone	is formed by	water evaporating from solution
Galileo Galilei	make	observations of celestial bodies
nutrients	are in	soil
sunlight	causes objects to	heat
reflector	reflect	light especially on vehicles
pulley	lift flag on	flagpole
warm front	causes	cloudy weather
June	is during	winter in southern hemisphere
animal	has role In	food chain process
most canyons	flowing through	erosion
seed dispersal	is	when moved
stem	is source of	support
natural disasters	can cause	animals
camouflage	is kind of	protection
cactus stem	is	used
skinny beak	obtaining food by	bird from spaces
animals	require water for	survival
characteristic	is	when passed from parent
rocks	are formed from	sediment compacting
example	is	water vapor in atmosphere
electrical devices	convert electricity into	other forms
tree-growth rings	will become as	amount
trunk	is source of	support for tree
mantle	is layer of	Earth
stars	appear	move relative to horizon during night
respiratory system	takes from	air
ones side	receive	energy from Sun
crop rotation	has	positive impact
growing tree-growth ring	occurs per	once year
planet	is	exposed
switch	is in	simple series circuit
magma	is found below	ground
object	has	speed decrease in forward motion
landfill	is source of	pollution
something	is	when same color
amount	is least in	winter
coal	is	nonrenewable resource
animals	hearing	echoes
chloroplasts	are	found
friction	will increase as	moisture of object
cocoons	occurs in	life cycle
hydropower	damming	river
chlorophyll	absorbing energy by	plants
battery	is source of	electrical energy
characteristic	is	when passed by genetics
light	can travel through	vacuum
Earth	rotates on	its axis
Earth	is made of	rock
sleet	is	made
natural magnetism	pointing north by	compass
electrical insulator	slows	transfer
conserving water	can	can used for survival in environment
gas	is	nonrenewable resource
rings	will become as	amount of available water decreases
producer	is kind of	role
circulatory system	carries	oxygen
electromagnet	contains	ferrous metal
things	require	water
field	is in	different years
electromagnet	contains	cylindrical ferrous metal
star	is	source of energy through nuclear reactions
crops	is	planted on field
slope	is measure of	difference
water	nutrients to	other parts of plant
available water	is in	environment
beak	obtaining food by	bird
incandescent light bulb	converts electricity into	light
moon	is object	closest to Earth
oil	is source of	gasoline
decomposer	recycles nutrients to	soil
carbon steel	is	always magnetic
algae	is found in	bodies of water
example	is turning	plant material
animal	relies on	plants for food
moon 's surface	contains	highlands
example	is using	material
reusable	can	can used once
humidity	is	amount of water vapor in air
bulb	converts energy into	light energy
devices	convert electricity into	other forms
vehicle	passing characteristics to	offspring
batteries	convert energy to	electrical energy
warm something	is source of	heat
animals	eating	seeds
rock	is	made
fossils	are found in	sedimentary rock
object	is	close then
solids	are	when heated above their melting point
wind	producing	electricity
Moon	completes cycle over	period of 29 days
electrical circuit	is source of	energy
system	is	electric conductor
shelf	is located near	shore
tectonic plates	being	pushed
Earth	is planet	third closest
coral	lives in	ocean
organism	develops trait over	time
changes	peat through	heat in swamp over period
floating arrow	always points towards	north
magnifying	makes	seeing
conserving resources	has	positive impact
flowing liquid	can push	objects
clouds	are source of	precipitation
evaporation	means	change from liquid
growing ring	occurs per	once year
tidal range	is measure of	vertical distance
darts	are used for	defense
fuels	are	nonrenewable
climate	is usual kind of	weather
Earth	approximately occurs at_time	13 times
reptile	is	cold-blooded
reactions	cause	different substances
recycling	has	positive impact on environment
vehicle	passing characteristics from parent to	offspring
living thing	on	health
water vapor	is found in	atmosphere
August	is during	winter
shale	can	can metamorphosed into slate by pressure
exercise	has	impact
conductor	is	when plugged into outlet
microorganisms	cause	food
poisonous darts	are used anemones for	defense
Great Lakes	were formed by	glaciers moving
something	absorbs	something
tectonic plates	being	pushed together
producers	convert from	carbon dioxide into food
ecosystem	contains	large numbers of living organisms
the	occurs in	digestive system
raccoons	live in	hollow logs
desert environment	usually has	lot of sunlight
loss	has	impact
canyons	flowing rivers over	periods
matter	is with	variable volume
object	can	then can seen
composition	can	can used
changes	peat through	extreme heat in swamp over period
season	occurs	four times per year
mantle	is located below	just Earth 's crust
ecosystem	contains	large community of living organisms
paper clip	is made of	ferromagnetic metals
something	is	material comes from source
bodies	increase	amount
environments	being covered in	snow
crack	is in	rock
hypothesis	means	scientific guess about cause of event
female insect	lays eggs during	stage
resource	be	will available
plateau	is formed by	buildup
amphibians	undergo	metamorphosis
available types	is in	distant locations
water	is	often brackish
attraction	pulls together	two objects
animals	have	same food source
something	contains	amount of magnetic material
fossil fuels	are formed by	dead organisms
flashlight	converts	chemical energy
shelter	can protect humans from	weather
complete electrical circuit	is source of	electrical energy
example	is creating	protected areas
volume	can	can used
quartz	is made of	six-sided crystals
vehicle	passing inherited characteristics from parent to	offspring
rain	fall to	Earth
electromagnet	contains	cylindrical metal
plant	requires	seed dispersal for reproduction
cavern	dissolving	limestone
motion	is	source of energy in object
circuit	is source of	electrical energy
animal	requires	warm body temperature for survival
sun	is source on	Earth
amount	will increase as	distance to city decreases
wind	is source of	energy
candle	causes	that candle
Appalachians	were	formed
atoms	is in	stars
substance	is touches	cold object
Appalachians	were formed by	rock
animal	can survive in	environment with food
example	is	something changes color
telephones	convert	sound energy
changes	peat through	extreme heat in swamp
producer	is kind of	role in ecosystem
aluminum	is	nonrenewable resource
seed dispersal	has	positive impact
animal growing fur	keeping	warm
matter	assumes	shape of its container
forest environment	is	dark
reusable	can	can used
decomposition	is	when decomposer breaks down organisms
extreme temperatures	cause	organism 's energy levels
food	protects against	food poisoning
stars	will be as	light pollution increases
insect	lays eggs during	adult stage
Matter	has	variable shape
vehicle	passing	inherited characteristics from parent
water increases	is in	environment
hemisphere	is tilted from	sun
type	is	inherited characteristic
birth	means	developing inside mother
coal	is	nonrenewable
electrical conductor	is	when plugged into outlet
humans	changing	animal habitats
graduated cylinder	is kind of	instrument
sun	is	located overhead
seed	will	will transported by animal
plant	requires food for	survival
poisonous darts	are used for	defense
herbivores	only eat	plants
object 's surfaces	move	other
example	is	plants
earth	has	more mass than moon
electrical circuit	is source of	electrical energy
example	is bones of	animal
use	will decrease as	use
sandbar	is formed downstream by	water moving
measure	is in	object
mineral	is	softer
example	is	baby bird
light bulbs	convert electricity into	energy
crop rotation	has	impact on soil quality
adaptations	are used for	survival
current	sending electricity through	conductor
season	occurs per	year
climate	is	kind
amphibian	is	cold-blooded
trunk	is source of	support
young amphibians	breathe through	gills
star	is	source of light through reactions
moon phase	occurs per	week
sharp beaks	are kind of	adaptation
water	can	can used for survival
Matter	is in	gas phase
bluebirds	live in	grassy spaces
hypothesis	means	guess about cause of event
camouflage	is kind of	protection against consumers
animal fur	keeping warm in	winter
living thing	senses through	touch
sun	is source of	heat
waxy leaves	storing water by	plants
milliliters mL	is	unit
layers	cover remains over	time
landslides	occur on	mountains
squirrels	gather nuts in	autumn
coal mine	is source under	ground
sweat	cools	body
ecosystem	contains	large community of organisms
system transfers	oxygen to	circulatory system
rocks	often contain	large amounts
car engine	is	source
rabbits	live in	forests
moon	rising	occurs per day
nerves	feel heat on	skin
changes	peat through	heat in swamp over long period
candle	is source of	light
freezing	means	changing from liquid into solid
heat	change	remains of prehistoric things into natural gas
moon	rising	occurs once per day
example	is	acid
one sorts	something by	type
body	receives	more water
characteristic	is	when copied from parent by DNA
hibernation	is	inherited behavior
energy	is	inexhaustible resource
paw print	is in	rock
sun	is located directly overhead at	noon
incandescent light bulb	converts	electricity
sweat	is	produced
characteristic	is	when copied to offspring by DNA
crumple	means	change shape from smooth into compacted
oil	is source of	energy
devices	convert electricity into	forms
ruler	measuring	length of object
cell membrane	provides	support for cell
object	reflects	light
seed dispersal	has	impact
cocoons	occurs during	pupa stage
water vapor	moves from	leaves
bees	convert nectar into	honey
Galileo Galilei	make	observations of bodies
stars	appear	move relative to horizon
complete circuit	is source of	energy
birds	live in	forests
arctic environment	is covered in	snow
bacteria	cause	food poisoning
ethanol	sometimes is made of	corn
object	reflects	only blue light
snow	fall to	Earth
season changes	amount of	daylight
inherited characteristic	is	when passed to offspring
food	is source of	energy
decomposer	nutrients from	organisms
feathers	can	can used
Earth	revolves around	sun
energy	can	can used
animal	hangs	its tongue
crickets	live in	forests
rocks	are formed together from	sediment compacting
machine	requires	energy
energy	is	renewable
devices	convert electricity into	forms of energy
amount	will increase as	flatness of leaf increases
two object 's surfaces	move	other
succession	means	communities in ecosystem change over time
greenhouse	protect plants from	cold
circulatory system	brings	oxygen
plateau	is formed by	buildup of cooled lava
loss	has	negative impact on organisms
adult amphibians	live on	land
animal	eat food for	nutrients
island	is formed by	lava
habitat	can support	things
respiratory system	takes in	oxygen
system	carries oxygen from	systems
light bulb	converts	electricity
fuels	are	nonrenewable resource
plants	are	source of oxygen through photosynthesis
water	decreases in	environment
motion	is source in	object
prism	refracts	light
glaciers melting	has	impact on glaicial environment
resource	can	can replaced
burning wood	produce	heat
rocks	contain	amounts of metal
glaciers melting	has	negative impact on glaicial environment
object	is kicked	force
telephones	convert energy into	electrical energy
inherited characteristic	is	when passed to offspring
fossil fuels	are formed over	time
other mineral	is	softer
drought	may cause	wildfires
more	body of	water
mineral	is rubbed on	streak plate
range	is measure of	vertical distance from tide to low tide
warm something	is	source
carbon	is in	atmosphere
flower	is source of	nectar
ecosystem	contains community in	particular place
Earth	with	magnetic poles
fuel	is	resource
desert environment	is	usually hot
changes	is in	environment cause animals
paper clip	is made of	metals
pollutions standard	is kind of	standard
amount	will decrease as	water in environment decreases
tree	is source of	food
something	will receive	sunlight
photosynthesis	makes	energy
conserving resources	has	positive impact on environment
air pressure	will decrease as	altitude increases
carnivores	only eat	animals
aquatic plants	live in	bodies
winter	is in	southern hemisphere
changes	peat through	heat
special tissues	is in	plants transport minerals
Earth	being tilted on	its axis
herbivores	eat	plants
battery	is in	electromagnet
slope	is measure of	difference between one part
two animals	have	same food source
speed	is	measure
electrical conductor	is plugged into	outlet
aluminum	is	nonrenewable
mimicry	is	used
characteristic	is passed from	parent
source	will appear as	distance
organism	can survive without	help of cells
skinny beak	obtaining food by	bird
graduated cylinder	is	used
decomposition	increases	amount of matter in soil
recycling	has	impact on environment
car engine	usually converts gasoline into	motion
stove	generates usually	heat for cooking
organism	looks like	its environment
carbon	is in	air
hot substance	is	source
doorbell	converts energy into	sound
cavern	is formed by	acid in groundwater seeping through rock
xylem	transports materials through	plant
moving	causes	object 's temperature
reaction	increases	amount of heat
minerals	are formed from	magma
webbed feet	are	used
shale	can	can metamorphosed
something	is	source
solids	are heated above	their melting point
motion	is source of	kinetic energy
biofuel	is	used
moon phase	occurs per	once week
object	reflects	more light
landslides	often occur on	mountains
darkness	has	impact on photosynthesis
shelter	can protect	humans
switch	stop flow in	circuit
something	is	material in process then required
acid	can cause	change
mountains	are formed by	plate tectonics
Earth	is planet	third closest to Sun
resource	can	can renewed
water	nutrients to	other parts
role	is in	ecosystem
feet	moving through	water
amount	polluting gasses in	atmoshere
balance	measuring	mass of object
pull	increases as	distance
sunlight	becomes	available to surrounding plants
plants	are source of	biofuel
plants	control	amount of water
water	falls from	sky
magnifying glass	is	used
hemisphere	is	tilted
sound	is	when produced
something	is	added
runoff	contains fertilizer from	cropland
coral	usually lives in	warm water
organism	takes into	itself
hibernation	is	behavior
driving	crash	their car
seismograph	is	kind
flippers	moving in	water
something	is material in	process
objects	made of	glass cause
native species	lose	their habitats
inherited characteristic	is	when copied from parent to offspring
force	exerted on	object
something	will attract	magnets
magnifying glass	see	things
hot plate	is	source
reproduction	is stage in	life cycle process
number	attracted to	flower
DNA	is	vehicle
plants	absorb nutrients into	themselves
animal	might	might killed
August	is during	winter in hemisphere
motion	is	source
example	creating	fuel
something	is	raw material then required
seeds	are spread from	parent plant
conductor	may become	hot
Earth	being tilted on	its axis
Alps	were formed by	rock
earth	of	water
insect	lays eggs during	stage
Matter	is in	liquid phase
grassland environment	receives	more rainfall than desert
plant	requires	soil
plants	are source of	oxygen
solar eclipse	could only happen during	moon
quarter phase	occurs after	moon
example	is	organism looking like leaves
sun	is located at	noon
smell	finding food by	animals
electrical insulator	slows	flow of electricity
water vapor condensing	causes	rain
ecosystem	contains numbers in	particular place
birds	sometimes eat	insects
safety goggles	protecting	eyes
electrical conductor	is vehicle for	flow
limestone	is formed by	water evaporating
lung	converts from	oxygen in air into oxygen
landfills	have	impact on communities
organism	looking like	leaves
inherited characteristic	is	copied from parent to offspring
balance	is	used
farming cause nutrients	is in	soil
birds	eat	different foods
rest	has	impact
two substances	chemically causes	chemical reactions
chlorophyll	is	used
erosion	has	impact on environment
animals	shed fur in	warm weather
shower	is source of	water
thick feathers	keeping	warm
sun	sets in	west
beaks	are	kind
December	is during	winter
sun	rising	causes cycles of day
food	taste	sweet
temperature	will decrease as	altitude increases
inherited characteristic	is	when copied to offspring
sunset	will occur in	day
animals	taste	flavors
heat	can change	state
snow	fall from	clouds
revolution	takes	one year
object	be	seen easily
system	digests food for	body
organism	is source of	water
vibrations	dropping object into	water
distance	generally used for	values
they	are	combined
quartz	is made of	transparent crystals
plant	on	reproduction
desert environment	is	hot
object	is exposed to	source
example	is reducing	amount of waste
desert environment	is	low
object	is kicked	then force
body	is	source
cycles	occur per	once day
skinny beak	is	used
two objects	have	charge
predators	eat	other animals
fire	destroys plants in	environment
incandescent light bulb	sending	electricity
bulbs	convert electricity into	light energy
recycling resources	has	positive impact on conservation
ones side	receive	less energy than side
tree	planting	tree
climate	is kind of	weather
something	is	raw
wood	is	renewable resource
amount	is	greatest
tidal range	is measure of	distance
lung	converts from	oxygen in air
bird	is	warm-blooded
battery	converts chemical energy into	energy
hail	fall from	clouds
mineral	is	when rubbed on streak plate
ecosystem	contains community in	place
example	is using once	object more than
example	playing	musical instrument
many vehicles	emit	pollution
renewable resource	can	can renewed
Alps	were	formed
star	is source through	nuclear reactions
body	is	hot
particles	is in	objects
food	is	source
instruments	make	sound
electric current	sending electricity through	conductor
rabbits	eat	plants
bacteria	digest food in	humans
characteristic	is	passed from parent by genetics
wires	is in	circuit
object	is	hot
substance	is source of	heat
musical instruments	make	sound
two animals	have	food source
characteristic	is	copied from parent by DNA
white blood cell	destroys pathogens in	body
vehicles	emit pollution into	air
amount	will decrease as	activity of animal increases
ecological succession	means	communities in ecosystem change
surface	contains	many craters
example	is	when something changes color
animals	shed fur in	weather
travelled	divided by	time
glaciers melting	has	impact on environment
characteristic	is passed by	DNA
seed	will	then will transported
mineral	is	soft
vehicle	passing inherited characteristics to	offspring
color	looking at	that
rocks	are	formed together
matter	is	made
water	is	electrical conductor
fish	lives in	water
fuels	are formed over	time
seismometer	measure	strength of earthquake
changes	peat through	extreme heat
animals	exhale	carbon dioxide
example	is	animal growing thick fur
looseness	has	positive impact
weed	is	pulled then
natural events	cause	changes
amphibians	breathe through	gills
rain	fall from	clouds
plate	is source of	heat
electricity	is	made
number	estimate	age of tree
something	is	then required
predators	live as	their prey
arctic animals	live in	environment
color	is	inherited
hemisphere	is	when tilted
metamorphosis	is	stage
liquid	is	then hot
electricity	flows to	bulb
graduated cylinder	measure	volume of object
plants	dying in	winter
example	is using	object
example	is	bird
example	is	bones
different crops	is	when planted on field
Great Lakes	were	formed
steam	is kind above	100 degrees
burning gasoline	is	source
winter	is during	summer
sedimentary rocks	are formed from	sediment compacting
supply	is in	environment
Rotation	takes	1 day
causing	harm to	environment
high tide	is	stage
nervous system	is	conductor
example	is	animal fur
organisms	are source for	decomposers
organism	living in	environment
tide	is	stage
alternative fuel	is	usually renewable resource
meadow voles	eat	insects
camouflage	hiding by	animals
its fur	becomes	less dense
that string	plucking	string
hypothesis	means	scientific guess about cause
heat	change	remains of living things
birth	developing inside	mother
friction	causes	temperature of object
producer	is	source
nerves	feel on	skin
something poisonous	is	added
cooking	causes	reaction
forest environment	is	green
long ears	are	used
plants	are source through	photosynthesis
soil	is renewable resource for	growing plants
soda	can	can made of aluminum
inherited characteristic	is passed by	genetics
color	causes	that object
pulley	is	used
anemometer	measure	wind speed
characteristic	is	when passed from parent to offspring by DNA
feet	moving faster by	aquatic animals
beads	are formed	condensing
xylem	carries	water
water	absorbs	solar energy
electric car	uses	less gasoline than regular car
ecosystem	contains	community of living organisms
predator	eats	other animals
sand dunes	are made of	sand
white object	reflects	visible light
illness	has	impact
moving changes	stored energy into	motion
plant	has role In	food chain process
canyons	are	formed
rain	is	source
insect	is	pollinating
food	is	source
environment	is	white
amount	will decrease as	temperature in environment
green plant	has	role of producer
amount	will increase as	size increases
growing thick fur	keeping	warm
living thing	is	made
star	is	source of light energy through reactions
nervous system	sends observations in	form
means	change from	whole
growing tree-growth ring	occurs per	year
vehicle	passing inherited characteristics to	offspring
available resources	decrease in	environment
Appalachians	were formed	folding
tree-growth rings	will become as	amount decreases
continental shelf	is located near	shore
recycling nonrenewable resources	has	impact on conservation
volcanoes	are often found under	oceans
poisonous darts	are used	anemones
ones side	receive	less energy from Sun
people	have	reactions
veins	transport nutrients throughout	body
milliliters mL	is	unit used
sifter	is	used
paper clip	is often made of	ferromagnetic metals
plant	requires	sunlight
oil	is	source
electric current	sending	electricity
heat	is transferred from	something to something
bulb	converts energy into	energy
dead organisms	are source of	nutrients
cooking food	protects against	food poisoning
decomposition	increases	amount in soil
waxy leaves	storing	water
ecosystem	contains	large numbers of organisms
grooves	is in	soil
matter	can produce	sound
webbed feet	moving through	water
Matter	is in	liquid phase
acid rain	has	negative impact
metal	is	thermal conductor
amount	will decrease as	activity increases
Sun	change on	its axis
heat	can change	state of matter
nervous system	sends	observations
object	be	seen more easily
acid rain	has	impact
liquid	is boiling	hot
mineral	is	then softer
waste product	is In	respiration process carbon dioxide
succession	means	entire communities in ecosystem change
landfills	have	negative impact
compass	is	used
example	is	rain
means	changing	whole
inherited characteristic	is	when passed to offspring by DNA
means	change from	whole into pieces
system	contains	moon
sharp beaks	are	kind
plant	requires	specific climate
seismograph	is kind of	tool
weather	is in	location
object	is	close
fossils	are found in	rock
cold environments	are	white
battery	converts chemical energy into	electrical energy
sound	is	produced
wood	is	used
plants	are	source
insulator	slows	transfer of heat
December	is during	summer in hemisphere
reflector	reflect	light
plant	absorbs carbon dioxide from	air for photosynthesis
car	uses	less gasoline than car
wood	is	energy insulator
arctic environment	being covered in	snow
ability	has	positive impact
plant	requires	sunlight
eye color	is	inherited characteristic
something	contains	large amount
electrical conductor	is	when plugged
example	is using	object
fossils	are found in	place
telephones	convert energy into	energy
amount	is in	environment
that string	strumming	string
solar panel	converts	sunlight
atmosphere	is made of	nitrogen
characteristic	is copied from	parent
growing thick fur	keeping warm in	winter
algae	is found in	bodies
something	is	when color
living thing	becomes	cold
lakes	are formed by	glaciers
soil loss	causes	grooves in soil
beak	is	used
producer	is source of	sugar
wind	is	renewable resource
amount	is	greatest
producer	is	kind
resistance	will increase as	thickness of object
gas	is source of	heat
skin	is	organ
minerals	are formed by	processes
arctic animals	live in	arctic environment
stars	will be as	pollution increases
characteristic	is	when copied from parent to offspring
animal	is near	road then might killed
magnetism	pointing north by	compass
animal	requires	warmth for survival
organism	develops trait over	time for survival
food	is in	ecosystem
point	adding salt to	liquid
offspring	receive genes from	their parents
greenhouse effect	is carbon in	air
example	playing	musical instrument
succession	means	communities in ecosystem change
something changes color	have same color as	its environment
canyons	flowing rivers over	long periods
animals	move in	annual cycle
liquids	are	when heated above their boiling point
electromagnets	can	can powered by electricity
bodies	increase	amount of water
populations	will increase as	available water in environment increases
Punnett square	identify	percent chance of trait
winter occurs	is tilted away from	Sun
energy	will increase as	object moves
ecosystem	contains	numbers of living organisms
star	is source through	nuclear reactions
insects	can have	negative impact on crops
rings	will become as	amount
fossil fuels	are	nonrenewable resource
salmon	returning to	their birthplace
matter vibrating	can cause	sound
wood	is	electrical
electrical conductor	is	vehicle
increase	has	positive impact
organism	passes information to	its offspring
ink	is	used
desert environment	has	lot of sunlight
change	is in	Earth
plant	requires	sunlight for photosynthesis
substance	is	source
metal	is	conductor
rocket engine	is	used
people	have	bad reactions
acid	can cause	chemical change
landfill	is source of	pollution
quartz	is made of	crystals
difference	is in	elevation
bulbs	convert electricity into	energy
decomposition	is	when decomposer breaks
stars	appear	move relative during night
canyon	is made of	rocks
characteristic	is passed from	parent
plants	absorb nutrients through	their roots
arrow	always points towards	north
large fins	move quickly through	water
wind	is	source
number	is	characteristic
radiation	is	transferred through waves
characteristic	is copied to	offspring
different crops	is	planted on field
batteries	convert energy to	energy
soil	is resource for	growing plants
thick feathers	can	can used
light bulb	requires	energy
greenhouse	is	used
volume	generally used for	values
fossils	are	found then
skin	protecting body from	substances
clams	live at	bottom
predators	live as	their prey
skeletal system	is	made
example	playing	instrument
